Region,Customer_ID,Customer_Name,Sales,region_rank
Central,KW-164354,Katrina Willman,107,1787
Central,KW-165702,Kelly Williams,1128,857
Central,KW-165703,Kelly Williams,346,1432
Central,KW-165704,Kelly Williams,241,1587
Central,LA-167802,Laura Armstrong,6400,36
Central,LA-167803,Laura Armstrong,18,2012
Central,LA-167804,Laura Armstrong,5077,77
Central,LB-167352,Larry Blacks,725,1107
Central,LB-167353,Larry Blacks,2049,466
Central,LB-167354,Larry Blacks,2,2073
Central,LB-167952,Laurel Beltran,285,1518
Central,LB-167953,Laurel Beltran,1160,841
Central,LB-167954,Laurel Beltran,3,2067
Central,LC-168702,Lena Cacioppo,1392,722
Central,LC-168703,Lena Cacioppo,728,1105
Central,LC-168704,Lena Cacioppo,449,1336
Central,LC-168852,Lena Creighton,1506,676
Central,LC-168853,Lena Creighton,438,1352
Central,LC-168854,Lena Creighton,1127,859
Central,LC-169302,Linda Cazamias,2200,427
Central,LC-169303,Linda Cazamias,636,1168
Central,LC-169304,Linda Cazamias,1719,594
Central,LC-169602,Lindsay Castell,1884,527
Central,LC-169603,Lindsay Castell,135,1731
Central,LC-170502,Liz Carlisle,4004,139
Central,LC-170503,Liz Carlisle,2477,360
Central,LC-170504,Liz Carlisle,31,1962
Central,LC-171402,Logan Currie,1868,535
Central,LC-171403,Logan Currie,127,1745
Central,LC-171404,Logan Currie,184,1659
Central,LD-168552,Lela Donovan,4835,87
Central,LD-168553,Lela Donovan,1580,643
Central,LD-168554,Lela Donovan,5,2065
Central,LD-170052,Lisa DeCherney,1798,561
Central,LD-170053,Lisa DeCherney,82,1843
Central,LD-170054,Lisa DeCherney,258,1558
Central,LE-168102,Laurel Elliston,2640,326
Central,LE-168104,Laurel Elliston,223,1611
Central,LF-171852,Luke Foster,2576,337
Central,LF-171854,Luke Foster,2681,316
Central,LH-167502,Larry Hughes,842,1015
Central,LH-167503,Larry Hughes,332,1449
Central,LH-169002,Lena Hernandez,531,1259
Central,LH-169003,Lena Hernandez,355,1417
Central,LH-169004,Lena Hernandez,316,1472
Central,LH-170202,Lisa Hazard,1329,752
Central,LH-170203,Lisa Hazard,1245,797
Central,LH-170204,Lisa Hazard,51,1906
Central,LH-171552,Logan Haushalter,4786,91
Central,LH-171554,Logan Haushalter,625,1176
Central,LL-168402,Lauren Leatherbury,3566,175
Central,LL-168403,Lauren Leatherbury,819,1033
Central,LM-170652,Liz MacKendrick,1687,605
Central,LM-170653,Liz MacKendrick,88,1831
Central,LO-171702,Lori Olson,2252,413
Central,LO-171703,Lori Olson,84,1840
Central,LO-171704,Lori Olson,126,1747
Central,LP-170802,Liz Pelletier,366,1407
Central,LP-170803,Liz Pelletier,138,1729
Central,LP-170952,Liz Preis,587,1215
Central,LP-170953,Liz Preis,3609,174
Central,LP-170954,Liz Preis,2488,357
Central,LR-169152,Lena Radford,784,1064
Central,LR-169153,Lena Radford,1721,593
Central,LR-170352,Lisa Ryan,5190,74
Central,LR-170353,Lisa Ryan,2752,301
Central,LR-170354,Lisa Ryan,548,1245
Central,LS-169452,Linda Southworth,1788,568
Central,LS-169453,Linda Southworth,123,1751
Central,LS-169454,Linda Southworth,396,1382
Central,LS-169752,Lindsay Shagiari,704,1115
Central,LS-169754,Lindsay Shagiari,1171,834
Central,LS-172002,Luke Schmidt,2979,260
Central,LS-172003,Luke Schmidt,410,1365
Central,LS-172004,Luke Schmidt,197,1647
Central,LS-172302,Lycoris Saunders,1498,678
Central,LS-172303,Lycoris Saunders,855,1003
Central,LS-172304,Lycoris Saunders,253,1565
Central,LS-172452,Lynn Smith,617,1187
Central,LS-172454,Lynn Smith,337,1442
Central,LT-167652,Larry Tron,1591,638
Central,LT-167653,Larry Tron,4232,127
Central,LT-171102,Liz Thompson,4197,130
Central,LT-171103,Liz Thompson,13,2041
Central,LT-171104,Liz Thompson,634,1171
Central,LW-168252,Laurel Workman,3021,252
Central,LW-168254,Laurel Workman,21,1993
Central,LW-169902,Lindsay Williams,2982,258
Central,LW-169903,Lindsay Williams,35,1954
Central,LW-171252,Liz Willingham,1790,567
Central,LW-171253,Liz Willingham,113,1775
Central,LW-172152,Luke Weiss,160,1697
Central,LW-172153,Luke Weiss,506,1287
Central,LW-172154,Luke Weiss,120,1759
Central,MA-175602,Matt Abelman,1206,819
Central,MA-175603,Matt Abelman,745,1095
Central,MA-175604,Matt Abelman,1310,768
Central,MA-179952,Michelle Arnett,1583,640
Central,MA-179953,Michelle Arnett,19,2004
Central,MA-179954,Michelle Arnett,197,1648
Central,MB-173052,Maria Bertelson,4253,125
Central,MB-173054,Maria Bertelson,321,1461
Central,MB-180852,Mick Brown,1328,754
Central,MB-180854,Mick Brown,316,1473
Central,MC-172752,Marc Crier,2843,282
Central,MC-172753,Marc Crier,1152,844
Central,MC-174252,Mark Cousins,391,1386
Central,MC-174253,Mark Cousins,2426,374
Central,MC-174254,Mark Cousins,730,1103
Central,MC-175752,Matt Collins,2102,454
Central,MC-175753,Matt Collins,502,1293
Central,MC-175754,Matt Collins,36,1948
Central,MC-175902,Matt Collister,743,1098
Central,MC-175903,Matt Collister,2353,390
Central,MC-175904,Matt Collister,1408,715
Central,MC-176052,Matt Connell,1886,525
Central,MC-176053,Matt Connell,828,1025
Central,MC-176054,Matt Connell,1181,832
Central,MC-176352,Matthew Clasen,1520,665
Central,MC-176353,Matthew Clasen,2162,437
Central,MC-176354,Matthew Clasen,283,1521
Central,MC-178452,Michael Chen,1695,603
Central,MC-178453,Michael Chen,658,1149
Central,MC-178454,Michael Chen,358,1413
Central,MC-181002,Mick Crebagga,2476,361
Central,MC-181003,Mick Crebagga,61,1884
Central,MC-181004,Mick Crebagga,1112,869
Central,MC-181302,Mike Caudle,1509,672
Central,MC-181303,Mike Caudle,360,1412
Central,MD-173502,Maribeth Dona,294,1505
Central,MD-173503,Maribeth Dona,1666,612
Central,MD-173504,Maribeth Dona,933,956
Central,MD-178602,Michael Dominguez,1359,733
Central,MD-178603,Michael Dominguez,996,930
Central,MD-178604,Michael Dominguez,1023,915
Central,ME-173202,Maria Etezadi,2372,385
Central,ME-173204,Maria Etezadi,1738,587
Central,ME-177252,Max Engle,801,1049
Central,ME-177253,Max Engle,220,1618
Central,ME-177254,Max Engle,798,1051
Central,ME-180102,Michelle Ellison,4688,98
Central,ME-180103,Michelle Ellison,98,1804
Central,ME-180104,Michelle Ellison,5,2066
Central,MF-176652,Maureen Fritzler,2938,264
Central,MF-176653,Maureen Fritzler,1778,572
Central,MF-182502,Monica Federle,6681,27
Central,MF-182503,Monica Federle,53,1900
Central,MF-182504,Monica Federle,305,1482
Central,MG-176502,Matthew Grinstein,2645,324
Central,MG-176503,Matthew Grinstein,603,1199
Central,MG-176504,Matthew Grinstein,2018,476
Central,MG-176802,Maureen Gastineau,2615,331
Central,MG-176803,Maureen Gastineau,25,1981
Central,MG-176952,Maureen Gnade,3560,176
Central,MG-176954,Maureen Gnade,145,1720
Central,MG-178752,Michael Grace,4344,116
Central,MG-178753,Michael Grace,536,1254
Central,MG-178754,Michael Grace,807,1046
Central,MG-178902,Michael Granlund,1413,713
Central,MG-178903,Michael Granlund,1499,677
Central,MG-178904,Michael Granlund,9,2057
Central,MG-181452,Mike Gockenbach,3537,180
Central,MG-181453,Mike Gockenbach,1931,503
Central,MG-181454,Mike Gockenbach,891,984
Central,MG-182052,Mitch Gastineau,3443,195
Central,MG-182053,Mitch Gastineau,307,1481
Central,MH-172902,Marc Harrigan,2792,291
Central,MH-172903,Marc Harrigan,849,1008
Central,MH-174402,Mark Haberlin,2610,333
Central,MH-174403,Mark Haberlin,40,1932
Central,MH-174404,Mark Haberlin,242,1585
Central,MH-174552,Mark Hamilton,2858,279
Central,MH-174553,Mark Hamilton,334,1444
Central,MH-174554,Mark Hamilton,1825,551
Central,MH-176202,Matt Hagelstein,2708,312
Central,MH-176203,Matt Hagelstein,527,1262
Central,MH-176204,Matt Hagelstein,7,2063
Central,MH-177852,Maya Herman,1764,578
Central,MH-177853,Maya Herman,66,1872
Central,MH-177854,Maya Herman,9,2058
Central,MH-180252,Michelle Huthwaite,3146,233
Central,MH-180253,Michelle Huthwaite,557,1237
Central,MH-180254,Michelle Huthwaite,2,2074
Central,MH-181152,Mick Hernandez,417,1360
Central,MH-181153,Mick Hernandez,889,986
Central,MH-181154,Mick Hernandez,2656,322
Central,MJ-177402,Max Jones,2088,456
Central,MJ-177403,Max Jones,1576,645
Central,MJ-177404,Max Jones,896,978
Central,MK-179052,Michael Kennedy,1612,631
Central,MK-179053,Michael Kennedy,937,953
Central,MK-179054,Michael Kennedy,841,1016
Central,MK-181602,Mike Kennedy,1382,726
Central,MK-181603,Mike Kennedy,168,1678
Central,ML-173952,Marina Lichtenstein,56,1893
Central,ML-173953,Marina Lichtenstein,761,1078
Central,ML-174102,Maris LaWare,1924,506
Central,ML-174103,Maris LaWare,230,1602
Central,ML-174104,Maris LaWare,534,1256
Central,ML-177552,Max Ludwig,4142,133
Central,ML-177553,Max Ludwig,138,1730
Central,ML-177554,Max Ludwig,521,1271
Central,ML-180402,Michelle Lonsdale,3558,177
Central,ML-180403,Michelle Lonsdale,19,2005
Central,ML-180404,Michelle Lonsdale,67,1870
Central,ML-182652,Muhammed Lee,7028,18
Central,ML-182653,Muhammed Lee,533,1258
Central,MM-172602,Magdelene Morse,1912,512
Central,MM-172603,Magdelene Morse,4347,115
Central,MM-179202,Michael Moore,5646,55
Central,MM-179203,Michael Moore,3254,219
Central,MM-179204,Michael Moore,824,1028
Central,MM-180552,Michelle Moray,5071,78
Central,MM-180553,Michelle Moray,164,1688
Central,MM-180554,Michelle Moray,1242,798
Central,MM-182802,Muhammed MacIntyre,1469,685
Central,MM-182803,Muhammed MacIntyre,163,1690
Central,MM-182804,Muhammed MacIntyre,361,1411
Central,MN-179352,Michael Nguyen,1859,538
Central,MN-179353,Michael Nguyen,955,945
Central,MN-179354,Michael Nguyen,595,1209
Central,MO-175002,Mary O'Rourke,4004,140
Central,MO-175004,Mary O'Rourke,151,1710
Central,MO-178002,Meg O'Connel,355,1418
Central,MO-178003,Meg O'Connel,2140,443
Central,MO-178004,Meg O'Connel,376,1398
Central,MO-179502,Michael Oakman,1846,540
Central,MO-179503,Michael Oakman,101,1797
Central,MO-179504,Michael Oakman,130,1741
Central,MP-174702,Mark Packer,3257,218
Central,MP-174703,Mark Packer,2073,461
Central,MP-174704,Mark Packer,1195,825
Central,MP-179652,Michael Paige,5571,59
Central,MP-179653,Michael Paige,80,1847
Central,MP-179654,Michael Paige,2493,353
Central,MP-181752,Mike Pelletier,4361,112
Central,MP-181753,Mike Pelletier,14,2036
Central,MP-181754,Mike Pelletier,2238,416
Central,MR-175452,Mathew Reese,10249,7
Central,MR-175453,Mathew Reese,667,1142
Central,MR-175454,Mathew Reese,8,2061
Central,MS-173652,Maribeth Schnelling,591,1211
Central,MS-173653,Maribeth Schnelling,4499,106
Central,MS-173654,Maribeth Schnelling,679,1131
Central,MS-175302,MaryBeth Skach,1137,851
Central,MS-175303,MaryBeth Skach,381,1391
Central,MS-177102,Maurice Satty,442,1345
Central,MS-177103,Maurice Satty,259,1555
Central,MS-177104,Maurice Satty,560,1235
Central,MS-177702,Maxwell Schwartz,1638,622
Central,MS-177703,Maxwell Schwartz,452,1333
Central,MS-177704,Maxwell Schwartz,280,1528
Central,MS-178302,Melanie Seite,2427,373
Central,MS-178303,Melanie Seite,2803,289
Central,MS-178304,Melanie Seite,40,1933
Central,MS-179802,Michael Stewart,6679,28
Central,MS-179803,Michael Stewart,371,1404
Central,MS-179804,Michael Stewart,181,1662
Central,MT-178152,Meg Tillman,3351,208
Central,MT-178153,Meg Tillman,232,1600
Central,MT-178154,Meg Tillman,34,1955
Central,MT-180702,Michelle Tran,3823,158
Central,MT-180703,Michelle Tran,40,1934
Central,MT-180704,Michelle Tran,497,1297
Central,MV-174852,Mark Van Huff,2294,403
Central,MV-174854,Mark Van Huff,143,1722
Central,MV-181902,Mike Vittorini,1566,651
Central,MV-181903,Mike Vittorini,378,1393
Central,MV-181904,Mike Vittorini,273,1535
Central,MW-182202,Mitch Webber,520,1272
Central,MW-182203,Mitch Webber,419,1359
Central,MW-182204,Mitch Webber,503,1291
Central,MW-182352,Mitch Willingham,1509,673
Central,MW-182353,Mitch Willingham,2002,481
Central,MY-173802,Maribeth Yedwab,511,1280
Central,MY-173803,Maribeth Yedwab,573,1225
Central,MY-173804,Maribeth Yedwab,73,1859
Central,MY-182952,Muhammed Yedwab,6525,32
Central,MY-182953,Muhammed Yedwab,4047,137
Central,MY-182954,Muhammed Yedwab,1527,661
Central,MZ-173352,Maria Zettner,3424,198
Central,MZ-173353,Maria Zettner,2238,417
Central,MZ-175152,Mary Zewe,1974,490
Central,MZ-175153,Mary Zewe,162,1692
Central,MZ-175154,Mary Zewe,22,1989
Central,NB-185802,Nicole Brennan,1339,746
Central,NB-185803,Nicole Brennan,166,1683
Central,NB-186552,Nona Balk,1287,780
Central,NB-186553,Nona Balk,369,1405
Central,NB-186554,Nona Balk,530,1260
Central,NC-183402,Nat Carroll,1754,580
Central,NC-183403,Nat Carroll,520,1273
Central,NC-183404,Nat Carroll,2338,395
Central,NC-184152,Nathan Cano,2335,396
Central,NC-184153,Nathan Cano,2226,422
Central,NC-184154,Nathan Cano,1747,584
Central,NC-185352,Nick Crebassa,13,2042
Central,NC-185353,Nick Crebassa,27,1975
Central,NC-185354,Nick Crebassa,58,1889
Central,NC-186252,Noah Childs,798,1052
Central,NC-186253,Noah Childs,236,1595
Central,NC-186254,Noah Childs,966,941
Central,ND-183702,Natalie DeCherney,1130,856
Central,ND-183703,Natalie DeCherney,1134,853
Central,ND-183704,Natalie DeCherney,62,1882
Central,ND-184602,Neil Ducich,1078,886
Central,ND-184603,Neil Ducich,1602,636
Central,NF-183852,Natalie Fritzler,6369,37
Central,NF-183853,Natalie Fritzler,65,1875
Central,NF-183854,Natalie Fritzler,843,1014
Central,NF-184752,Neil Französisch,6067,43
Central,NF-184753,Neil Französisch,403,1374
Central,NF-184754,Neil Französisch,281,1525
Central,NF-185952,Nicole Fjeld,837,1019
Central,NF-185953,Nicole Fjeld,38,1942
Central,NF-185954,Nicole Fjeld,73,1860
Central,NG-183552,Nat Gilpin,1969,493
Central,NG-183554,Nat Gilpin,509,1284
Central,NG-184302,Nathan Gelder,763,1076
Central,NG-184304,Nathan Gelder,1279,784
Central,NH-186102,Nicole Hansen,4807,89
Central,NH-186104,Nicole Hansen,785,1063
Central,NK-184902,Neil Knudson,951,948
Central,NK-184903,Neil Knudson,594,1210
Central,NK-184904,Neil Knudson,74,1858
Central,NL-183102,Nancy Lomonaco,250,1574
Central,NL-183103,Nancy Lomonaco,256,1561
Central,NM-184452,Nathan Mautz,609,1195
Central,NM-184453,Nathan Mautz,1612,632
Central,NM-184454,Nathan Mautz,1075,887
Central,NM-185202,Neoma Murray,753,1086
Central,NM-185204,Neoma Murray,95,1810
Central,NP-183252,Naresj Patel,2276,405
Central,NP-183253,Naresj Patel,38,1943
Central,NP-186702,Nora Paige,6288,39
Central,NP-186704,Nora Paige,1056,895
Central,NP-186852,Nora Pelletier,420,1358
Central,NP-186853,Nora Pelletier,874,994
Central,NP-186854,Nora Pelletier,1000,927
Central,NP-187002,Nora Preis,2570,339
Central,NP-187004,Nora Preis,274,1533
Central,NR-185502,Nick Radford,365,1408
Central,NR-185503,Nick Radford,2199,428
Central,NR-185504,Nick Radford,636,1169
Central,NS-185052,Neola Schneider,2137,444
Central,NS-185054,Neola Schneider,791,1058
Central,NS-186402,Noel Staavos,2136,445
Central,NS-186403,Noel Staavos,2753,300
Central,NS-186404,Noel Staavos,615,1189
Central,NW-184002,Natalie Webber,893,981
Central,NW-184003,Natalie Webber,544,1250
Central,NW-184004,Natalie Webber,30,1965
Central,NZ-185652,Nick Zandusky,3517,181
Central,NZ-185654,Nick Zandusky,1037,906
Central,ON-187152,Odella Nelson,6911,23
Central,ON-187153,Odella Nelson,585,1216
Central,ON-187154,Odella Nelson,110,1781
Central,OT-187302,Olvera Toch,1439,700
Central,OT-187303,Olvera Toch,496,1299
Central,OT-187304,Olvera Toch,181,1663
Central,PA-190602,Pete Armstrong,1193,826
Central,PA-190603,Pete Armstrong,161,1694
Central,PA-190604,Pete Armstrong,659,1148
Central,PB-188052,Patrick Bzostek,4341,117
Central,PB-188053,Patrick Bzostek,2545,343
Central,PB-191052,Peter Bühler,600,1203
Central,PB-191054,Peter Bühler,617,1188
Central,PB-191502,Philip Brown,944,951
Central,PB-191503,Philip Brown,1290,779
Central,PB-192102,Phillip Breyer,1982,487
Central,PB-192103,Phillip Breyer,446,1339
Central,PB-192104,Phillip Breyer,70,1864
Central,PC-187452,Pamela Coakley,657,1151
Central,PC-187453,Pamela Coakley,791,1059
Central,PC-190002,Pauline Chand,2756,299
Central,PF-191202,Peter Fuller,1666,613
Central,PF-191203,Peter Fuller,333,1448
Central,PF-191204,Peter Fuller,847,1009
Central,PF-191652,Philip Fox,4433,107
Central,PF-191654,Philip Fox,618,1186
Central,PF-192252,Phillip Flathmann,2855,280
Central,PF-192253,Phillip Flathmann,134,1734
Central,PG-188202,Patrick Gardner,779,1068
Central,PG-188203,Patrick Gardner,237,1594
Central,PG-188204,Patrick Gardner,401,1375
Central,PG-188952,Paul Gonzalez,2992,256
Central,PG-188953,Paul Gonzalez,1088,882
Central,PG-188954,Paul Gonzalez,251,1568
Central,PH-187902,Patricia Hirasaki,408,1367
Central,PH-187903,Patricia Hirasaki,1803,559
Central,PJ-188352,Patrick Jones,80,1848
Central,PJ-188353,Patrick Jones,298,1496
Central,PJ-188354,Patrick Jones,47,1916
Central,PJ-190152,Pauline Johnson,323,1460
Central,PJ-190153,Pauline Johnson,476,1318
Central,PK-189102,Paul Knutson,802,1048
Central,PK-189103,Paul Knutson,1915,510
Central,PK-190752,Pete Kriz,1051,899
Central,PK-190753,Pete Kriz,809,1043
Central,PK-190754,Pete Kriz,1325,756
Central,PL-189252,Paul Lucas,1729,589
Central,PL-189253,Paul Lucas,977,937
Central,PL-189254,Paul Lucas,17,2019
Central,PM-189402,Paul MacIntyre,3471,190
Central,PM-189403,Paul MacIntyre,271,1536
Central,PM-189404,Paul MacIntyre,348,1429
Central,PM-191352,Peter McVee,275,1531
Central,PM-191353,Peter McVee,222,1614
Central,PM-191354,Peter McVee,91,1822
Central,PN-187752,Parhena Norris,1883,528
Central,PN-187754,Parhena Norris,564,1232
Central,PO-188502,Patrick O'Brill,5445,66
Central,PO-188503,Patrick O'Brill,1110,870
Central,PO-188504,Patrick O'Brill,1265,787
Central,PO-188652,Patrick O'Donnell,6768,26
Central,PO-188653,Patrick O'Donnell,249,1577
Central,PO-188654,Patrick O'Donnell,551,1242
Central,PO-191802,Philisse Overcash,682,1126
Central,PO-191803,Philisse Overcash,397,1380
Central,PO-191804,Philisse Overcash,3911,151
Central,PO-191953,Phillina Ober,19,2006
Central,PO-191954,Phillina Ober,289,1511
Central,PP-189552,Paul Prost,5217,72
Central,PP-189553,Paul Prost,442,1346
Central,PP-189554,Paul Prost,865,998
Central,PR-188802,Patrick Ryan,1961,494
Central,PR-188803,Patrick Ryan,354,1419
Central,PR-188804,Patrick Ryan,158,1702
Central,PS-187602,Pamela Stobb,5006,80
Central,PS-187603,Pamela Stobb,69,1866
Central,PS-187604,Pamela Stobb,648,1160
Central,PS-189702,Paul Stevenson,2301,401
Central,PS-189703,Paul Stevenson,1656,617
Central,PS-189704,Paul Stevenson,249,1578
Central,PS-190452,Penelope Sewall,7012,19
Central,PS-190453,Penelope Sewall,4289,122
Central,PS-190454,Penelope Sewall,79,1849
Central,PT-190902,Pete Takahito,1492,680
Central,PT-190903,Pete Takahito,317,1470
Central,PT-190904,Pete Takahito,100,1799
Central,PV-189852,Paul Van Hugh,2225,423
Central,PV-189853,Paul Van Hugh,409,1366
Central,PV-189854,Paul Van Hugh,1043,902
Central,PW-190302,Pauline Webber,1670,611
Central,PW-190303,Pauline Webber,330,1452
Central,PW-190304,Pauline Webber,116,1768
Central,PW-192402,Pierre Wener,851,1006
Central,PW-192403,Pierre Wener,135,1732
Central,PW-192404,Pierre Wener,408,1368
Central,QJ-192552,Quincy Jones,378,1394
Central,QJ-192553,Quincy Jones,1834,545
Central,QJ-192554,Quincy Jones,334,1445
Central,RA-192852,Ralph Arnett,2980,259
Central,RA-192853,Ralph Arnett,83,1842
Central,RA-192854,Ralph Arnett,18,2013
Central,RA-198852,Ruben Ausman,2389,378
Central,RA-198853,Ruben Ausman,2142,442
Central,RA-199152,Russell Applegate,668,1141
Central,RA-199154,Russell Applegate,1944,499
Central,RA-199452,Ryan Akin,2743,302
Central,RA-199453,Ryan Akin,262,1549
Central,RA-199454,Ryan Akin,321,1462
Central,RB-193302,Randy Bradley,4529,104
Central,RB-193304,Randy Bradley,338,1441
Central,RB-193602,Raymond Buch,3479,189
Central,RB-193603,Raymond Buch,28,1970
Central,RB-193604,Raymond Buch,20,1997
Central,RB-194352,Richard Bierner,21,1994
Central,RB-194353,Richard Bierner,825,1027
Central,RB-194354,Richard Bierner,145,1721
Central,RB-194652,Rick Bensley,1024,914
Central,RB-194653,Rick Bensley,657,1152
Central,RB-194654,Rick Bensley,1894,522
Central,RB-195702,Rob Beeghly,1366,729
Central,RB-195703,Rob Beeghly,984,934
Central,RB-195704,Rob Beeghly,428,1357
Central,RB-196452,Robert Barroso,879,992
Central,RB-196453,Robert Barroso,1109,872
Central,RB-197052,Roger Barcio,101,1798
Central,RB-197053,Roger Barcio,1349,737
Central,RB-197054,Roger Barcio,275,1532
Central,RB-197952,Ross Baird,812,1041
Central,RB-197953,Ross Baird,1534,655
Central,RB-197954,Ross Baird,15,2029
Central,RC-198252,Roy Collins,2444,368
Central,RC-198253,Roy Collins,539,1253
Central,RC-198254,Roy Collins,328,1456
Central,RC-199602,Ryan Crowe,1860,536
Central,RC-199603,Ryan Crowe,261,1551
Central,RC-199604,Ryan Crowe,234,1598
Central,RD-194802,Rick Duston,3914,149
Central,RD-194803,Rick Duston,2299,402
Central,RD-194804,Rick Duston,162,1693
Central,RD-195852,Rob Dowd,1895,521
Central,RD-195853,Rob Dowd,505,1288
Central,RD-195854,Rob Dowd,481,1312
Central,RD-196602,Robert Dilbeck,2447,367
Central,RD-196603,Robert Dilbeck,282,1522
Central,RD-196604,Robert Dilbeck,2275,406
Central,RD-197202,Roger Demir,3983,141
Central,RD-197204,Roger Demir,223,1612
Central,RD-198102,Ross DeVincentis,752,1089
Central,RD-198103,Ross DeVincentis,717,1113
Central,RD-198104,Ross DeVincentis,681,1128
Central,RD-199004,Ruben Dartt,899,976
Central,RD-199302,Russell D'Ascenzo,15,2030
Central,RD-199303,Russell D'Ascenzo,2499,351
Central,RD-199304,Russell D'Ascenzo,347,1430
Central,RE-194053,Ricardo Emerson,1336,748
Central,RE-194502,Richard Eichhorn,2266,409
Central,RE-194504,Richard Eichhorn,674,1138
Central,RF-193452,Randy Ferguson,1520,666
Central,RF-193453,Randy Ferguson,518,1275
Central,RF-193454,Randy Ferguson,12,2047
Central,RF-197352,Roland Fjeld,354,1420
Central,RF-197353,Roland Fjeld,98,1805
Central,RF-197354,Roland Fjeld,1572,647
Central,RF-198402,Roy Französisch,6943,22
Central,RF-198403,Roy Französisch,1123,861
Central,RF-198404,Roy Französisch,50,1909
Central,RH-194952,Rick Hansen,2236,419
Central,RH-194953,Rick Hansen,318,1466
Central,RH-194954,Rick Hansen,20,1998
Central,RH-195102,Rick Huthwaite,520,1274
Central,RH-195103,Rick Huthwaite,165,1685
Central,RH-195104,Rick Huthwaite,274,1534
Central,RH-195552,Ritsa Hightower,1281,783
Central,RH-195553,Ritsa Hightower,115,1771
Central,RH-196002,Rob Haberlin,918,963
Central,RH-196003,Rob Haberlin,679,1132
Central,RH-196004,Rob Haberlin,1306,769
Central,RK-193002,Ralph Kennedy,596,1207
Central,RK-193003,Ralph Kennedy,524,1269
Central,RK-193004,Ralph Kennedy,1238,802
Central,RL-196152,Rob Lucas,133,1737
Central,RL-196153,Rob Lucas,851,1007
Central,RL-196154,Rob Lucas,3173,228
Central,RM-193752,Raymond Messe,3380,204
Central,RM-193753,Raymond Messe,3772,163
Central,RM-193754,Raymond Messe,47,1917
Central,RM-196752,Robert Marley,1189,829
Central,RM-196753,Robert Marley,264,1547
Central,RM-197502,Roland Murray,2311,399
Central,RM-197503,Roland Murray,30,1966
Central,RO-197802,Rose O'Brian,1333,750
Central,RO-197803,Rose O'Brian,122,1755
Central,RO-197804,Rose O'Brian,1772,575
Central,RP-192702,Rachel Payne,2736,305
Central,RP-192703,Rachel Payne,347,1431
Central,RP-192704,Rachel Payne,468,1324
Central,RP-193902,Resi Pölking,43,1926
Central,RP-193903,Resi Pölking,84,1841
Central,RP-193904,Resi Pölking,2861,277
Central,RP-198552,Roy Phan,2285,404
Central,RP-198554,Roy Phan,1543,653
Central,RR-193152,Ralph Ritter,910,971
Central,RR-193153,Ralph Ritter,1354,734
Central,RR-193154,Ralph Ritter,608,1197
Central,RR-195252,Rick Reed,2429,372
Central,RR-195253,Rick Reed,571,1227
Central,RR-195254,Rick Reed,374,1400
Central,RS-194202,Ricardo Sperren,3486,187
Central,RS-194203,Ricardo Sperren,841,1017
Central,RS-197652,Roland Schwarz,2814,287
Central,RS-197653,Roland Schwarz,455,1331
Central,RS-197654,Roland Schwarz,1,2076
Central,RS-198702,Roy Skaria,2687,314
Central,RS-198703,Roy Skaria,872,995
Central,RS-198704,Roy Skaria,12,2048
Central,RW-195402,Rick Wilson,1896,520
Central,RW-195403,Rick Wilson,439,1349
Central,RW-195404,Rick Wilson,2050,465
Central,RW-196302,Rob Williams,912,969
Central,RW-196303,Rob Williams,95,1811
Central,RW-196304,Rob Williams,477,1317
Central,RW-196902,Robert Waldorf,318,1467
Central,RW-196903,Robert Waldorf,502,1294
Central,RW-196904,Robert Waldorf,1092,881
Central,SA-208302,Sue Ann Reed,1317,763
Central,SA-208303,Sue Ann Reed,106,1788
Central,SA-208304,Sue Ann Reed,2743,303
Central,SB-201702,Sarah Bern,1797,563
Central,SB-201704,Sarah Bern,39,1937
Central,SB-201852,Sarah Brown,1887,524
Central,SB-201853,Sarah Brown,895,979
Central,SB-201854,Sarah Brown,1988,486
Central,SB-202902,Sean Braxton,914,968
Central,SB-202903,Sean Braxton,94,1814
Central,SB-202904,Sean Braxton,5580,58
Central,SC-200202,Sam Craven,928,960
Central,SC-200203,Sam Craven,620,1184
Central,SC-200204,Sam Craven,2786,294
Central,SC-200502,Sample Company A,431,1356
Central,SC-200503,Sample Company A,1401,719
Central,SC-200504,Sample Company A,401,1376
Central,SC-200952,Sanjit Chand,5246,71
Central,SC-200953,Sanjit Chand,527,1263
Central,SC-200954,Sanjit Chand,9900,8
Central,SC-202302,Scot Coram,1060,892
Central,SC-202304,Scot Coram,912,970
Central,SC-202604,Scott Cohen,66,1873
Central,SC-203052,Sean Christensen,1957,497
Central,SC-203053,Sean Christensen,932,958
Central,SC-203054,Sean Christensen,669,1140
Central,SC-203802,Shahid Collister,739,1100
Central,SC-203803,Shahid Collister,1256,791
Central,SC-203804,Shahid Collister,591,1212
Central,SC-204403,Shaun Chance,268,1543
Central,SC-205752,Sonia Cooley,2709,311
Central,SC-205753,Sonia Cooley,350,1424
Central,SC-205754,Sonia Cooley,650,1159
Central,SC-206802,Steve Carroll,1105,874
Central,SC-206803,Steve Carroll,41,1930
Central,SC-206804,Steve Carroll,952,947
Central,SC-206952,Steve Chapman,1798,562
Central,SC-206953,Steve Chapman,1566,652
Central,SC-206954,Steve Chapman,1938,501
Central,SC-207252,Steven Cartwright,4829,88
Central,SC-207253,Steven Cartwright,826,1026
Central,SC-207254,Steven Cartwright,1841,542
